age,name,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38,liza lueilwitz,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112,2,-1,0,unknown,no
40,nico robel,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
38,assunta mclaughlin,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
34,howell jerde,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129,1,-1,0,unknown,no
29,sylvester o'conner,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown,no
28,jailyn kilback,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,79,1,225,2,success,no
79,earline parisian,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown,no
51,colt rolfson,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,no
32,kasandra mills,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,other,no
36,gage lynch,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
38,jordi cole,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57,11,366,1,other,no
49,winifred bosco,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,no
42,stewart ebert,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown,no
43,simone fisher,blue-collar,married,primary,no,7343,yes,no,unknown,2,jun,217,4,-1,0,unknown,no
34,kip legros,blue-collar,married,secondary,no,-563,yes,no,unknown,26,may,252,1,-1,0,unknown,no
59,krystel nitzsche,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,yes
35,raphaelle wuckert,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,no
33,elsie reilly,blue-collar,single,secondary,no,13494,yes,no,unknown,20,jun,27,25,-1,0,unknown,no
34,marie shields,admin.,single,secondary,no,846,yes,no,cellular,17,apr,758,2,-1,0,unknown,no
64,nikko morar,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes
34,tracey larson,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
77,cecile orn,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
57,gisselle feest,retired,married,primary,no,2927,no,yes,telephone,30,jul,78,5,-1,0,unknown,no
30,aurelio goodwin,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no
56,mertie fritsch,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes
49,brendan reinger,unknown,married,unknown,no,301,no,no,cellular,14,aug,789,2,-1,0,unknown,no
73,sydni armstrong,retired,married,primary,no,1388,no,no,cellular,20,jul,146,3,190,3,success,no
39,rosario hudson,technician,single,secondary,no,102,yes,no,cellular,14,aug,272,2,-1,0,unknown,no
57,mohammed larson,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,no
32,joyce bartoletti,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no
32,louvenia jast,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes
45,retta pollich,admin.,married,secondary,no,638,yes,no,cellular,20,aug,75,9,-1,0,unknown,no
32,german johnson,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,no
31,nettie prohaska,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
49,marie osinski,self-employed,married,secondary,no,1103,no,no,cellular,12,aug,428,2,-1,0,unknown,no
29,claudine gutmann,services,married,secondary,no,3748,no,no,cellular,28,may,322,3,-1,0,unknown,no
55,andre runte,technician,married,secondary,no,955,yes,no,cellular,29,jan,104,1,-1,0,unknown,no
30,destiny zboncak,admin.,married,secondary,no,518,yes,no,cellular,8,may,127,1,-1,0,unknown,no
45,junior corkery,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
39,lindsay conn,technician,married,tertiary,no,14,no,no,cellular,28,jan,114,2,-1,0,unknown,no
36,shannon kshlerin,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,no
33,luther harvey,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,no
36,beaulah reilly,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes
31,muhammad kemmer,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
36,maximilian wiegand,technician,married,unknown,no,756,no,no,cellular,11,jul,396,3,-1,0,unknown,no
38,angela abbott,technician,single,tertiary,no,0,yes,no,cellular,1,jun,71,1,-1,0,unknown,no
33,magdalena hessel,unknown,married,secondary,no,2727,no,no,cellular,6,aug,205,3,-1,0,unknown,no
40,christelle hamill,technician,married,secondary,no,93,yes,no,unknown,13,may,134,2,-1,0,unknown,no
31,malvina ortiz,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown,yes
39,erik turcotte,services,married,secondary,no,124,yes,no,cellular,31,jul,81,5,-1,0,unknown,no
33,thurman olson,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no
53,lourdes terry,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,yes
38,zula welch,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure,no
59,ismael kuhn,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes
55,kellie yundt,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291,1,-1,0,unknown,no
38,zoey tillman,technician,single,tertiary,no,744,yes,no,cellular,14,may,283,1,288,12,other,no
48,elena padberg,services,married,secondary,no,116,yes,no,telephone,20,apr,70,4,-1,0,unknown,no
53,antonette borer,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
44,amely robel,admin.,divorced,secondary,no,432,no,no,cellular,9,feb,132,3,-1,0,unknown,no
57,bianka dubuque,management,married,tertiary,no,1172,no,no,unknown,18,jun,26,1,-1,0,unknown,no
29,jasper mckenzie,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no
31,alta donnelly,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,-1,0,unknown,no
35,dale davis,technician,single,tertiary,no,7546,yes,no,cellular,28,dec,137,1,122,3,failure,no
31,dayne schmidt,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,unknown,no
35,meghan schuster,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,no
40,tatum murray,management,single,secondary,no,192,yes,no,unknown,16,may,71,11,-1,0,unknown,no
39,elwin jaskolski,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502,1,7,2,failure,no
43,lauren tromp,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no
44,daija lowe,entrepreneur,married,primary,no,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no
29,hyman koss,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
40,fernando mckenzie,technician,married,secondary,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,no
33,arch mcglynn,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
46,franz cummings,management,married,tertiary,no,1008,no,no,cellular,29,aug,24,13,-1,0,unknown,no
27,alfonzo weber,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no
26,roel ferry,admin.,single,secondary,no,443,no,no,cellular,30,jul,84,3,-1,0,unknown,no
41,scarlett carter,technician,married,secondary,no,351,yes,no,cellular,9,jul,175,1,-1,0,unknown,no
34,louvenia kihn,technician,married,tertiary,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no
39,neil runolfsdottir,technician,single,tertiary,no,-41,no,yes,cellular,25,aug,40,15,-1,0,unknown,no
27,keyon feest,services,single,secondary,no,-124,no,no,cellular,18,jul,217,1,-1,0,unknown,no
31,axel senger,blue-collar,married,secondary,no,79,yes,yes,cellular,23,jul,235,11,-1,0,unknown,no
44,trevion nicolas,unemployed,single,secondary,no,3945,no,no,cellular,28,jan,255,1,-1,0,unknown,no
55,gayle schamberger,retired,married,tertiary,no,197,no,yes,cellular,8,jul,256,1,-1,0,unknown,no
51,candido zulauf,blue-collar,divorced,primary,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no
50,allan kunze,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no
30,dedric wyman,services,married,secondary,no,1743,yes,no,cellular,5,feb,192,4,-1,0,unknown,no
46,sebastian hansen,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes
49,cassie raynor,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,no
56,shanie dooley,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,unknown,no
47,easton bernhard,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes
30,vilma thiel,admin.,married,secondary,no,124,no,no,telephone,16,jun,161,2,-1,0,unknown,no
36,kaia braun,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no
40,vincenza vandervort,management,married,tertiary,no,-7,no,yes,telephone,25,jul,697,1,-1,0,unknown,no
37,olaf schamberger,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,no
42,maybell o'hara,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes
45,gaston macejkovic,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no
34,zachariah kohler,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63,2,-1,0,unknown,no
27,clarabelle windler,admin.,single,secondary,no,3638,no,no,cellular,11,jul,271,5,-1,0,unknown,no
30,laurence o'conner,blue-collar,married,secondary,no,-99,yes,no,cellular,15,may,144,5,-1,0,unknown,no
32,garrick swift,technician,married,secondary,no,167,yes,yes,cellular,8,aug,79,3,-1,0,unknown,no
46,antwan bernier,housemaid,married,primary,no,19,yes,no,telephone,21,jul,171,1,-1,0,unknown,no
29,ottis hoppe,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no
53,nasir stroman,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no
32,vernie langworth,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
49,leila hoeger,unemployed,married,secondary,no,769,yes,no,unknown,14,may,257,1,-1,0,unknown,no
35,asha donnelly,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,no
38,carter anderson,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,no
39,mikel turner,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown,no
34,shanna homenick,technician,single,secondary,no,2178,yes,no,cellular,26,may,41,1,-1,0,unknown,no
42,adelia veum,blue-collar,married,primary,no,792,yes,yes,cellular,19,nov,611,2,175,12,other,no
35,sammie harris,blue-collar,single,unknown,no,871,yes,no,unknown,6,jun,216,3,-1,0,unknown,no
60,amparo quitzon,admin.,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no
57,sibyl jones,technician,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no
31,johann mckenzie,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown,no
29,tanya o'reilly,management,single,secondary,no,417,no,no,cellular,7,oct,90,1,-1,0,unknown,no
41,iva swift,services,married,secondary,no,3992,yes,no,telephone,20,nov,281,2,-1,0,unknown,no
46,joy koss,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,1,-1,0,unknown,no
33,muhammad corkery,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes
32,gia baumbach,blue-collar,single,secondary,no,1721,yes,no,unknown,21,may,650,2,-1,0,unknown,no
54,ima mayer,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes
37,edgardo erdman,services,married,secondary,no,4760,yes,no,cellular,8,may,182,2,169,2,failure,no
32,sidney doyle,technician,single,secondary,no,2979,no,no,cellular,25,may,156,1,-1,0,unknown,no
43,cora abshire,management,married,tertiary,no,690,yes,no,cellular,6,aug,171,3,-1,0,unknown,no
50,ferne rodriguez,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,265,1,127,4,other,no
34,kirk hettinger,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,10,3,-1,0,unknown,no
31,nico o'keefe,admin.,divorced,secondary,no,1210,no,no,cellular,16,jul,350,1,-1,0,unknown,no
43,karina cartwright,self-employed,married,secondary,no,634,yes,no,cellular,17,nov,65,1,131,1,failure,no
49,eusebio weissnat,entrepreneur,married,secondary,no,273,no,no,cellular,23,jul,58,1,-1,0,unknown,no
22,wendell prohaska,student,single,unknown,no,47,no,no,cellular,3,jul,69,3,-1,0,unknown,no
35,aditya larson,management,married,tertiary,no,1100,no,yes,cellular,29,jan,127,2,-1,0,unknown,no
56,javonte altenwerth,admin.,married,secondary,no,0,yes,no,telephone,19,nov,154,2,-1,0,unknown,no
53,favian stamm,blue-collar,married,secondary,no,0,no,no,telephone,31,jul,36,4,-1,0,unknown,no
54,adolphus mohr,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,failure,no
32,jackie tromp,services,single,unknown,no,6145,yes,no,cellular,14,may,362,1,287,13,failure,no
41,zoie renner,self-employed,married,secondary,no,28,yes,no,cellular,11,may,49,1,-1,0,unknown,no
40,johathan thompson,blue-collar,married,secondary,no,1012,yes,no,cellular,6,may,410,1,-1,0,unknown,no
33,benjamin breitenberg,blue-collar,married,primary,no,245,yes,yes,cellular,8,may,253,3,-1,0,unknown,no
33,carmelo haley,management,single,tertiary,no,1998,no,no,cellular,19,nov,570,1,-1,0,unknown,no
34,odie turcotte,blue-collar,married,secondary,no,3990,yes,no,cellular,24,jul,633,7,-1,0,unknown,no
36,coralie walker,services,married,secondary,no,1328,yes,no,unknown,6,jun,82,4,-1,0,unknown,no
34,ara weimann,entrepreneur,married,tertiary,no,412,yes,yes,cellular,8,jul,164,1,-1,0,unknown,no
55,omari rice,management,married,primary,no,229,no,yes,unknown,9,jun,175,3,-1,0,unknown,no
28,juana ratke,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes
29,alexandra legros,admin.,single,secondary,no,3432,yes,no,cellular,17,apr,139,2,-1,0,unknown,no
31,tania balistreri,admin.,single,secondary,no,144,yes,no,unknown,4,jul,43,11,-1,0,unknown,no
52,dulce goldner,management,married,tertiary,no,1339,yes,no,cellular,22,aug,343,5,-1,0,unknown,no
54,webster roob,services,married,unknown,no,386,no,yes,cellular,19,nov,74,1,152,1,success,no
43,karen blanda,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,-1,0,unknown,no
55,elaina jewess,entrepreneur,married,secondary,no,204,no,no,cellular,14,jul,455,13,-1,0,unknown,no
28,hanna o'conner,blue-collar,divorced,unknown,no,101,yes,no,unknown,28,may,126,4,-1,0,unknown,no
45,assunta frami,unemployed,divorced,secondary,no,728,yes,yes,cellular,18,nov,107,1,-1,0,unknown,no
45,orion jerde,entrepreneur,married,primary,no,2418,yes,no,unknown,14,may,120,1,-1,0,unknown,no
51,chad swaniawski,management,married,tertiary,no,2934,yes,no,cellular,18,nov,727,4,-1,0,unknown,no
42,nicklaus kuhic,technician,single,secondary,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no
43,bryana haag,unknown,single,unknown,no,181,no,no,telephone,28,jan,41,1,-1,0,unknown,no
34,otho hodkiewicz,management,married,tertiary,no,176,no,no,cellular,18,aug,61,4,-1,0,unknown,no
36,amani funk,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232,2,365,5,other,no
37,margaretta wuckert,blue-collar,married,secondary,no,2023,yes,no,cellular,10,jul,214,1,-1,0,unknown,no
50,litzy ruecker,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21,1,-1,0,unknown,no
42,meredith eichmann,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown,yes
34,cade treutel,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,other,no
48,lorenza hoeger,management,married,secondary,no,117,yes,no,cellular,16,apr,635,1,-1,0,unknown,no
47,verla kiehn,admin.,married,secondary,no,104,yes,yes,cellular,14,jul,77,2,-1,0,unknown,no
40,kurt blanda,management,married,tertiary,no,1041,yes,no,unknown,12,jun,73,1,-1,0,unknown,no
37,bertram reynolds,management,married,tertiary,no,539,no,no,cellular,18,jan,540,2,115,3,failure,no
38,oran rohan,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,179,2,-1,0,unknown,no
29,malinda schimmel,technician,single,tertiary,no,406,yes,no,cellular,17,jul,119,1,-1,0,unknown,no
46,marty pollich,blue-collar,married,primary,no,2558,yes,no,telephone,20,nov,107,1,167,1,other,no
26,freeda ritchie,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,unknown,no
30,kennith schoen,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,no
42,tyrell bernier,blue-collar,married,secondary,no,5639,yes,no,cellular,17,jul,430,2,-1,0,unknown,no
42,laurel reichel,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,unknown,no
31,roel tremblay,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,unknown,no
37,malika koch,management,single,tertiary,no,815,yes,no,cellular,7,may,77,1,-1,0,unknown,no
26,foster howe,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1,0,unknown,no
54,rosalee von,blue-collar,married,unknown,no,191,no,no,cellular,4,aug,753,2,-1,0,unknown,no
70,antwan morar,retired,married,secondary,no,2815,no,no,cellular,26,apr,125,2,182,1,failure,no
29,enrico welch,self-employed,single,secondary,no,3672,yes,yes,unknown,28,may,1210,1,-1,0,unknown,no
50,susan sporer,services,married,secondary,no,1572,yes,no,cellular,9,jul,185,1,-1,0,unknown,no
60,wilfred vandervort,unemployed,divorced,secondary,no,385,yes,no,cellular,4,feb,80,1,-1,0,unknown,no
32,blanche harris,technician,single,secondary,no,29,no,no,cellular,19,aug,156,2,-1,0,unknown,no
32,millie bahringer,technician,married,secondary,no,84,no,yes,cellular,29,jul,403,3,-1,0,unknown,no
34,donato turcotte,self-employed,single,tertiary,no,876,yes,no,cellular,17,nov,145,2,-1,0,unknown,no
48,claire wiegand,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,unknown,no
25,hyman parisian,student,married,tertiary,no,0,yes,no,cellular,9,jul,160,1,-1,0,unknown,no
32,electa ratke,management,married,secondary,no,6217,yes,yes,cellular,18,nov,486,2,181,2,failure,no
32,alia waelchi,blue-collar,married,primary,no,329,yes,no,cellular,3,feb,321,1,-1,0,unknown,no
47,blair dubuque,admin.,divorced,secondary,no,162,yes,no,unknown,9,may,203,4,-1,0,unknown,no
32,elfrieda crist,technician,married,unknown,no,14533,no,no,cellular,31,dec,646,3,198,2,success,no
49,leonie rogahn,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,unknown,yes
53,nickolas lemke,services,married,secondary,no,-2,yes,yes,cellular,16,apr,144,2,-1,0,unknown,no
41,willard hessel,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,unknown,no
47,jackson bernier,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown,no
35,lee kunze,blue-collar,married,primary,no,11,yes,no,unknown,13,may,326,4,-1,0,unknown,no
